id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,estado,id_empleado,total_ventas
431,20/03/2024,222,31,6,5,Completa,123,"$109.800,00"
432,20/03/2024,3,23,3,4,Completa,105,"$176.700,00"
433,20/3/2024,135,14,6,4,Completa,117,"$109.800,00"
434,20/3/2024,270,25,6,2,Pendiente,130,"$109.800,00"
435,20/3/2024,213,4,2,2,Completa,102,"$43.000,00"
436,20/3/2024,278,33,2,5,Completa,125,"$43.000,00"
437,20/3/2024,184,36,6,3,Completa,110,"$109.800,00"
438,20/3/2024,321,38,2,1,Pendiente,132,"$43.000,00"
439,20/3/2024,209,37,3,5,Completa,107,"$176.700,00"
440,20/3/2024,145,7,4,3,Completa,120,"$102.800,00"
441,21/03/2024,288,19,1,4,Completa,114,"$8.990,00"
442,21/3/2024,204,37,5,4,Completa,128,"$199.500,00"
443,21/3/2024,178,25,3,4,Completa,103,"$176.700,00"
444,21/3/2024,255,18,1,5,Pendiente,121,"$8.990,00"
445,21/3/2024,278,27,6,4,Completa,116,"$109.800,00"
446,21/3/2024,279,31,1,1,Pendiente,131,"$8.990,00"
447,21/3/2024,326,18,2,2,Completa,101,"$43.000,00"
448,21/3/2024,238,32,2,3,Completa,127,"$43.000,00"
449,22/03/2024,110,29,2,4,Completa,109,"$43.000,00"
450,22/03/2024,105,14,5,3,Completa,124,"$199.500,00"
451,22/3/2024,267,31,3,4,Completa,113,"$176.700,00"
452,22/3/2024,106,13,2,1,Completa,126,"$43.000,00"
453,22/3/2024,266,6,4,5,Completa,104,"$102.800,00"
454,22/3/2024,168,3,4,4,Completa,118,"$102.800,00"
455,22/3/2024,88,25,4,5,Completa,115,"$102.800,00"
456,22/3/2024,90,31,3,3,Completa,129,"$176.700,00"
457,22/3/2024,313,12,5,1,Completa,108,"$199.500,00"
458,22/3/2024,238,36,4,5,Completa,122,"$102.800,00"
459,22/3/2024,177,8,1,1,Completa,111,"$8.990,00"
460,22/3/2024,207,6,2,3,Completa,119,"$43.000,00"
461,23/03/2024,122,16,2,4,Pendiente,106,"$43.000,00"
462,23/03/2024,212,16,6,3,Completa,112,"$109.800,00"
463,23/3/2024,1,12,6,4,Completa,130,"$109.800,00"
464,23/3/2024,175,4,4,1,Completa,123,"$102.800,00"
465,23/3/2024,17,33,3,4,Completa,105,"$176.700,00"
466,23/3/2024,25,4,3,5,Completa,117,"$176.700,00"
467,23/3/2024,171,1,6,5,Completa,130,"$109.800,00"
468,24/03/2024,132,9,5,5,Completa,102,"$199.500,00"
469,24/3/2024,260,17,1,2,Completa,125,"$8.990,00"
470,24/3/2024,41,31,1,4,Pendiente,110,"$8.990,00"
471,24/3/2024,288,29,2,5,Completa,132,"$43.000,00"
472,24/3/2024,162,15,4,4,Completa,107,"$102.800,00"
473,24/3/2024,147,21,5,4,Completa,120,"$199.500,00"
474,25/03/2024,72,19,1,3,Pendiente,114,"$8.990,00"
475,25/03/2024,269,20,3,4,Completa,128,"$176.700,00"
476,25/03/2024,199,25,1,4,Completa,103,"$8.990,00"
477,25/3/2024,8,36,5,1,Completa,121,"$199.500,00"
478,25/3/2024,90,27,2,3,Completa,116,"$43.000,00"
479,25/3/2024,131,27,1,3,Completa,131,"$8.990,00"
480,25/3/2024,272,5,5,1,Completa,101,"$199.500,00"
481,25/3/2024,292,36,5,5,Completa,127,"$199.500,00"
482,25/3/2024,208,33,2,5,Pendiente,109,"$43.000,00"
483,25/3/2024,117,4,2,1,Completa,124,"$43.000,00"
484,26/03/2024,323,5,4,4,Completa,113,"$102.800,00"
485,26/03/2024,134,17,4,4,Completa,126,"$102.800,00"
486,26/3/2024,288,15,3,5,Pendiente,104,"$176.700,00"
487,26/3/2024,9,26,5,4,Pendiente,118,"$199.500,00"
488,26/3/2024,94,6,4,1,Completa,115,"$102.800,00"
489,26/3/2024,65,8,2,1,Completa,129,"$43.000,00"
490,26/3/2024,81,24,6,3,Completa,108,"$109.800,00"
491,26/3/2024,116,2,6,2,Completa,122,"$109.800,00"
492,26/3/2024,17,7,6,5,Completa,111,"$109.800,00"
493,26/3/2024,237,3,5,4,Completa,119,"$199.500,00"
494,26/3/2024,14,28,1,2,Completa,106,"$8.990,00"
495,27/03/2024,268,24,6,1,Completa,112,"$109.800,00"
496,27/03/2024,223,32,6,2,Completa,102,"$109.800,00"
497,27/03/2024,97,24,5,2,Completa,125,"$199.500,00"
498,27/03/2024,48,30,1,5,Completa,102,"$8.990,00"
499,27/3/2024,11,29,5,4,Pendiente,131,"$199.500,00"
500,27/3/2024,215,35,5,3,Completa,118,"$199.500,00"
501,27/3/2024,323,13,1,5,Completa,106,"$8.990,00"
502,27/3/2024,56,25,1,3,Completa,121,"$8.990,00"
503,27/3/2024,273,38,4,3,Completa,112,"$102.800,00"
504,27/3/2024,261,25,3,4,Completa,117,"$176.700,00"
505,27/3/2024,269,34,1,4,Completa,129,"$8.990,00"
506,27/3/2024,223,19,5,3,Completa,115,"$199.500,00"
507,28/03/2024,1,31,2,5,Pendiente,104,"$43.000,00"
508,28/03/2024,54,10,4,4,Completa,113,"$102.800,00"
509,28/03/2024,205,35,4,5,Completa,122,"$102.800,00"
510,28/03/2024,44,19,4,3,Completa,111,"$102.800,00"
511,28/03/2024,266,21,5,2,Completa,127,"$199.500,00"
512,28/3/2024,40,22,6,5,Completa,108,"$109.800,00"
513,28/3/2024,130,27,6,3,Completa,120,"$109.800,00"
514,28/3/2024,243,33,3,4,Completa,101,"$176.700,00"
515,28/03/2024,44,19,4,3,Completa,114,"$102.800,00"
516,29/03/2024,188,30,2,4,Completa,123,"$43.000,00"
517,29/03/2024,170,30,1,1,Completa,103,"$8.990,00"
518,29/03/2024,45,17,5,1,Completa,125,"$199.500,00"
519,29/03/2024,98,31,6,3,Completa,102,"$109.800,00"
520,29/3/2024,275,36,4,4,Pendiente,131,"$102.800,00"
521,29/3/2024,8,28,5,4,Completa,118,"$199.500,00"
522,29/3/2024,86,14,6,4,Completa,106,"$109.800,00"
523,29/3/2024,52,14,2,2,Completa,121,"$43.000,00"
524,29/3/2024,165,23,2,1,Pendiente,112,"$43.000,00"
525,30/03/2024,257,28,1,1,Completa,117,"$8.990,00"
526,30/03/2024,197,25,5,3,Completa,129,"$199.500,00"
527,30/3/2024,71,1,2,5,Completa,115,"$43.000,00"
528,30/3/2024,287,22,4,3,Pendiente,104,"$102.800,00"
529,30/3/2024,194,1,5,5,Completa,113,"$199.500,00"
530,30/3/2024,76,7,1,4,Completa,122,"$8.990,00"
531,31/03/2024,311,35,3,2,Completa,111,"$176.700,00"
532,31/03/2024,310,35,3,3,Completa,127,"$176.700,00"
533,31/03/2024,218,29,6,5,Completa,108,"$109.800,00"
534,31/03/2024,194,13,6,1,Completa,120,"$109.800,00"
535,31/03/2024,176,35,2,4,Completa,101,"$43.000,00"
536,31/3/2024,258,32,3,4,Completa,114,"$176.700,00"
537,31/3/2024,321,18,4,1,Completa,123,"$102.800,00"
538,31/3/2024,299,18,6,5,Completa,119,"$109.800,00"
539,31/3/2024,230,19,4,2,Pendiente,132,"$102.800,00"
540,1/4/2024,314,2,1,5,Pendiente,115,"$8.990,00"
541,1/4/2024,201,26,3,5,Completa,109,"$176.700,00"
542,1/4/2024,76,12,4,3,Completa,128,"$102.800,00"
543,1/4/2024,63,1,4,5,Completa,103,"$102.800,00"
544,1/4/2024,66,22,6,4,Pendiente,124,"$109.800,00"
545,02/04/2024,106,25,6,4,Completa,110,"$109.800,00"
546,02/04/2024,102,4,3,1,Completa,132,"$176.700,00"
547,2/4/2024,60,4,3,5,Pendiente,105,"$176.700,00"
548,2/4/2024,192,22,5,1,Pendiente,121,"$199.500,00"
549,2/4/2024,285,12,2,5,Pendiente,119,"$43.000,00"
550,2/4/2024,248,31,5,4,Completa,126,"$199.500,00"
551,2/4/2024,240,9,3,2,Completa,113,"$176.700,00"
552,2/4/2024,163,34,5,1,Pendiente,101,"$199.500,00"
553,03/04/2024,144,24,3,3,Completa,129,"$176.700,00"
554,03/04/2024,81,21,1,3,Completa,107,"$8.990,00"
555,03/04/2024,258,22,2,2,Pendiente,131,"$43.000,00"
556,3/4/2024,160,23,6,5,Completa,112,"$109.800,00"
557,3/4/2024,104,3,4,4,Completa,124,"$102.800,00"
558,3/4/2024,78,33,5,4,Completa,109,"$199.500,00"
559,3/4/2024,28,13,5,4,Completa,127,"$199.500,00"
560,3/4/2024,54,18,5,4,Completa,114,"$199.500,00"
561,3/4/2024,172,8,3,3,Completa,132,"$176.700,00"
562,3/4/2024,39,8,5,4,Completa,106,"$199.500,00"
563,3/4/2024,237,27,6,3,Completa,119,"$109.800,00"
564,3/4/2024,141,25,2,1,Completa,102,"$43.000,00"
565,04/04/2024,203,27,4,2,Completa,121,"$102.800,00"
566,04/04/2024,25,5,5,5,Completa,125,"$199.500,00"
567,4/4/2024,189,17,3,1,Completa,104,"$176.700,00"
568,4/4/2024,126,13,5,3,Completa,108,"$199.500,00"
569,4/4/2024,145,13,2,3,Completa,125,"$43.000,00"
570,4/4/2024,239,16,6,1,Completa,102,"$109.800,00"
571,4/4/2024,213,22,3,5,Completa,131,"$176.700,00"
572,4/4/2024,186,3,5,4,Completa,118,"$199.500,00"
573,05/04/2024,101,32,4,4,Completa,106,"$102.800,00"
574,05/04/2024,55,19,1,5,Pendiente,121,"$8.990,00"
575,05/04/2024,151,3,2,4,Completa,112,"$43.000,00"
576,5/4/2024,47,16,3,3,Completa,117,"$176.700,00"
577,5/4/2024,62,23,6,4,Pendiente,129,"$109.800,00"
578,5/4/2024,307,32,3,1,Completa,115,"$176.700,00"
579,5/4/2024,245,20,1,5,Completa,104,"$8.990,00"
580,5/4/2024,38,34,5,5,Completa,113,"$199.500,00"
581,06/04/2024,232,37,2,3,Completa,122,"$43.000,00"
582,6/4/2024,318,6,3,5,Completa,111,"$176.700,00"
583,6/4/2024,266,30,3,5,Completa,127,"$176.700,00"
584,6/4/2024,157,32,1,5,Completa,108,"$8.990,00"
585,07/04/2024,75,32,5,5,Completa,120,"$199.500,00"
586,07/04/2024,75,12,2,4,Completa,101,"$43.000,00"
587,07/04/2024,57,36,1,4,Completa,114,"$8.990,00"
588,7/4/2024,224,38,5,3,Completa,123,"$199.500,00"
589,7/4/2024,138,33,4,3,Completa,119,"$102.800,00"
590,7/4/2024,166,17,6,4,Completa,132,"$109.800,00"
591,7/4/2024,132,5,3,1,Pendiente,115,"$176.700,00"
592,08/04/2024,153,17,4,4,Completa,109,"$102.800,00"
593,08/04/2024,297,6,1,3,Pendiente,128,"$8.990,00"
594,8/4/2024,38,24,5,5,Completa,103,"$199.500,00"
595,8/4/2024,141,7,1,5,Completa,124,"$8.990,00"
596,8/4/2024,241,12,6,3,Completa,110,"$109.800,00"
597,8/4/2024,174,9,1,4,Completa,132,"$8.990,00"
598,8/4/2024,245,24,1,2,Completa,105,"$8.990,00"
599,09/04/2024,313,25,6,3,Completa,121,"$109.800,00"
600,09/04/2024,142,14,2,4,Completa,119,"$43.000,00"
601,09/04/2024,275,8,2,4,Completa,126,"$43.000,00"
602,9/4/2024,51,11,2,4,Completa,113,"$43.000,00"
603,9/4/2024,321,9,1,4,Completa,101,"$8.990,00"
604,9/4/2024,23,10,3,5,Completa,129,"$176.700,00"
605,9/4/2024,162,15,4,3,Completa,107,"$102.800,00"
606,9/4/2024,207,35,2,3,Completa,131,"$43.000,00"
607,10/04/2024,282,26,1,3,Completa,112,"$8.990,00"
608,10/04/2024,197,37,6,5,Completa,124,"$109.800,00"
609,10/04/2024,233,1,3,1,Completa,109,"$176.700,00"
610,10/4/2024,288,1,5,3,Completa,127,"$199.500,00"
611,10/4/2024,68,20,4,4,Pendiente,114,"$102.800,00"
612,10/4/2024,231,12,4,4,Completa,132,"$102.800,00"
613,10/4/2024,162,26,3,5,Completa,106,"$176.700,00"
614,10/4/2024,273,23,2,4,Completa,119,"$43.000,00"
615,10/4/2024,191,17,6,5,Completa,102,"$109.800,00"
616,11/04/2024,195,29,6,1,Completa,121,"$109.800,00"
617,11/04/2024,291,10,3,5,Completa,125,"$176.700,00"
618,11/04/2024,72,26,1,4,Completa,104,"$8.990,00"
619,11/4/2024,284,12,2,4,Completa,101,"$43.000,00"
620,11/4/2024,79,36,4,5,Pendiente,125,"$102.800,00"
621,11/4/2024,133,19,3,1,Completa,102,"$176.700,00"
622,11/04/2024,291,10,3,5,Completa,131,"$176.700,00"
623,12/04/2024,67,2,4,1,Completa,118,"$102.800,00"
624,12/04/2024,94,19,4,3,Pendiente,106,"$102.800,00"
625,12/4/2024,266,20,2,5,Completa,121,"$43.000,00"
626,12/4/2024,272,24,5,5,Completa,112,"$199.500,00"
627,12/4/2024,90,11,4,3,Completa,117,"$102.800,00"
628,12/4/2024,223,16,3,3,Completa,129,"$176.700,00"
629,12/4/2024,74,9,4,4,Completa,115,"$102.800,00"
630,12/4/2024,272,3,5,5,Completa,104,"$199.500,00"
631,12/4/2024,21,27,4,4,Completa,113,"$102.800,00"
632,12/4/2024,202,5,1,4,Completa,122,"$8.990,00"
633,12/4/2024,312,27,2,1,Completa,111,"$43.000,00"
634,12/4/2024,242,2,6,3,Completa,127,"$109.800,00"
635,12/4/2024,105,26,5,4,Completa,108,"$199.500,00"
636,12/4/2024,260,26,2,4,Completa,120,"$43.000,00"
637,13/04/2024,167,23,3,3,Pendiente,101,"$176.700,00"
638,13/04/2024,52,33,1,2,Completa,114,"$8.990,00"
639,13/4/2024,204,20,5,4,Completa,123,"$199.500,00"
640,13/4/2024,176,22,2,5,Completa,119,"$43.000,00"
641,13/4/2024,281,7,5,2,Completa,132,"$199.500,00"
642,13/4/2024,288,19,3,1,Completa,115,"$176.700,00"
643,13/4/2024,248,12,5,3,Completa,109,"$199.500,00"
644,13/4/2024,15,8,2,4,Completa,128,"$43.000,00"
645,13/4/2024,105,24,1,4,Pendiente,103,"$8.990,00"
646,14/04/2024,132,3,5,5,Pendiente,124,"$199.500,00"
647,14/04/2024,271,19,2,3,Pendiente,110,"$43.000,00"
648,14/04/2024,105,5,2,4,Completa,132,"$43.000,00"
649,14/04/2024,164,17,3,1,Completa,105,"$176.700,00"
650,14/04/2024,190,21,5,4,Completa,121,"$199.500,00"
651,14/4/2024,234,19,6,1,Pendiente,119,"$109.800,00"
652,14/4/2024,269,31,1,5,Pendiente,126,"$8.990,00"
653,14/4/2024,165,30,2,5,Completa,113,"$43.000,00"
654,14/4/2024,41,28,2,3,Completa,101,"$43.000,00"
655,15/04/2024,219,34,4,3,Completa,129,"$102.800,00"
656,15/04/2024,246,27,3,4,Completa,107,"$176.700,00"
657,15/04/2024,45,32,5,5,Pendiente,131,"$199.500,00"
658,15/04/2024,226,20,6,5,Completa,112,"$109.800,00"
659,15/04/2024,231,33,1,2,Completa,124,"$8.990,00"
660,15/04/2024,150,8,6,3,Completa,109,"$109.800,00"
661,15/4/2024,325,4,4,4,Completa,127,"$102.800,00"
662,15/4/2024,110,21,5,5,Pendiente,114,"$199.500,00"
663,15/4/2024,216,37,4,3,Completa,132,"$102.800,00"
664,15/4/2024,24,28,6,4,Completa,106,"$109.800,00"
665,16/04/2024,115,38,4,4,Completa,119,"$102.800,00"
666,16/04/2024,181,1,5,3,Completa,102,"$199.500,00"
667,16/04/2024,110,31,2,4,Completa,121,"$43.000,00"
668,16/4/2024,48,28,4,1,Completa,125,"$102.800,00"
669,16/4/2024,46,1,3,5,Completa,104,"$176.700,00"
670,16/4/2024,28,3,1,4,Completa,124,"$8.990,00"
671,16/4/2024,171,33,5,5,Completa,125,"$199.500,00"
672,16/4/2024,304,28,4,4,Pendiente,102,"$102.800,00"
673,16/4/2024,209,34,5,3,Completa,131,"$199.500,00"
674,17/04/2024,69,22,2,4,Pendiente,118,"$43.000,00"
675,17/4/2024,192,22,1,4,Completa,106,"$8.990,00"
676,17/4/2024,245,33,1,4,Completa,121,"$8.990,00"
677,17/4/2024,314,2,6,3,Pendiente,112,"$109.800,00"
678,18/04/2024,86,28,3,4,Pendiente,117,"$176.700,00"
679,18/4/2024,223,18,4,4,Pendiente,129,"$102.800,00"
680,18/4/2024,280,31,1,2,Completa,115,"$8.990,00"
681,18/4/2024,89,24,6,1,Completa,104,"$109.800,00"
682,18/4/2024,301,18,1,3,Completa,113,"$8.990,00"
683,18/4/2024,212,8,6,1,Completa,122,"$109.800,00"
684,18/4/2024,53,31,6,3,Completa,111,"$109.800,00"
685,18/4/2024,121,29,3,2,Completa,127,"$176.700,00"
686,18/4/2024,24,28,6,4,Completa,108,"$109.800,00"
687,19/4/2024,324,22,2,4,Pendiente,120,"$43.000,00"
688,19/4/2024,206,3,1,1,Completa,101,"$8.990,00"
689,19/4/2024,103,27,6,3,Completa,114,"$109.800,00"
690,19/4/2024,82,3,4,4,Completa,123,"$102.800,00"
691,19/4/2024,12,36,3,3,Completa,119,"$176.700,00"
692,20/04/2024,298,4,2,2,Completa,132,"$43.000,00"
693,20/04/2024,56,29,3,3,Completa,115,"$176.700,00"
694,20/4/2024,66,4,3,4,Completa,109,"$176.700,00"
695,20/4/2024,180,20,6,2,Pendiente,128,"$109.800,00"
696,20/4/2024,223,30,2,5,Completa,103,"$43.000,00"
697,20/4/2024,272,23,1,3,Completa,124,"$8.990,00"
698,20/4/2024,233,4,2,4,Completa,110,"$43.000,00"
699,20/4/2024,211,28,5,3,Pendiente,132,"$199.500,00"
700,20/4/2024,287,12,5,1,Completa,105,"$199.500,00"
701,20/4/2024,263,34,5,1,Completa,121,"$199.500,00"
702,21/04/2024,254,38,2,5,Completa,119,"$43.000,00"
703,21/04/2024,288,32,3,2,Completa,126,"$176.700,00"
704,21/04/2024,186,4,1,1,Completa,113,"$8.990,00"
705,21/4/2024,131,17,2,4,Pendiente,101,"$43.000,00"
706,21/4/2024,237,17,6,4,Completa,129,"$109.800,00"
707,21/4/2024,271,18,4,1,Completa,107,"$102.800,00"
708,21/4/2024,151,18,1,4,Completa,131,"$8.990,00"
709,21/4/2024,242,32,4,5,Completa,112,"$102.800,00"
710,21/4/2024,1,37,4,4,Completa,124,"$102.800,00"
711,21/4/2024,186,5,3,5,Completa,109,"$176.700,00"
712,21/4/2024,288,11,1,4,Completa,127,"$8.990,00"
713,21/4/2024,139,19,1,4,Completa,114,"$8.990,00"
714,21/4/2024,75,30,2,4,Completa,132,"$43.000,00"
715,21/4/2024,310,24,1,3,Pendiente,106,"$8.990,00"
716,21/4/2024,305,23,2,5,Completa,119,"$43.000,00"
717,22/04/2024,107,12,2,1,Completa,102,"$43.000,00"
718,22/04/2024,225,32,6,2,Completa,121,"$109.800,00"
719,22/4/2024,320,38,6,3,Completa,125,"$109.800,00"
720,22/4/2024,100,23,1,3,Completa,104,"$8.990,00"
721,22/4/2024,233,35,4,2,Completa,131,"$102.800,00"
722,22/4/2024,273,5,5,4,Completa,125,"$199.500,00"
723,22/4/2024,209,18,3,2,Completa,102,"$176.700,00"
724,23/04/2024,319,6,2,1,Completa,131,"$43.000,00"
725,23/04/2024,177,31,2,5,Completa,118,"$43.000,00"
726,23/4/2024,294,4,2,4,Completa,106,"$43.000,00"
727,23/4/2024,122,5,1,2,Pendiente,121,"$8.990,00"
728,23/4/2024,73,37,1,4,Completa,112,"$8.990,00"
729,23/4/2024,215,38,5,4,Completa,117,"$199.500,00"
730,23/4/2024,313,37,4,5,Pendiente,129,"$102.800,00"
731,24/04/2024,55,21,4,5,Completa,115,"$102.800,00"
732,24/04/2024,287,31,1,1,Completa,104,"$8.990,00"
733,24/4/2024,40,17,4,3,Completa,113,"$102.800,00"
734,24/4/2024,301,11,2,4,Completa,122,"$43.000,00"
735,24/4/2024,117,23,2,3,Completa,111,"$43.000,00"
736,24/4/2024,38,12,4,2,Completa,127,"$102.800,00"
737,24/4/2024,141,5,4,4,Completa,108,"$102.800,00"
738,24/4/2024,182,32,6,5,Completa,120,"$109.800,00"
739,25/04/2024,152,26,6,5,Completa,101,"$109.800,00"
740,25/04/2024,158,4,1,4,Completa,114,"$8.990,00"
741,25/04/2024,259,23,2,1,Pendiente,123,"$43.000,00"
742,25/04/2024,130,1,1,1,Completa,119,"$8.990,00"
743,25/04/2024,207,7,3,3,Completa,132,"$176.700,00"
744,25/4/2024,56,29,5,3,Completa,115,"$199.500,00"
745,25/4/2024,274,30,2,2,Completa,109,"$43.000,00"
746,25/4/2024,298,12,5,1,Completa,128,"$199.500,00"
747,25/4/2024,222,24,2,3,Completa,103,"$43.000,00"
748,25/4/2024,68,9,6,5,Completa,124,"$109.800,00"
749,25/4/2024,13,24,6,1,Completa,110,"$109.800,00"
750,25/4/2024,277,16,4,5,Completa,132,"$102.800,00"
751,25/4/2024,315,17,4,3,Completa,105,"$102.800,00"
752,26/04/2024,313,8,6,1,Completa,121,"$109.800,00"
753,26/04/2024,254,27,2,3,Completa,119,"$43.000,00"
754,26/04/2024,137,26,5,4,Completa,126,"$199.500,00"
755,26/4/2024,144,34,1,1,Completa,113,"$8.990,00"
756,26/4/2024,193,2,2,1,Completa,101,"$43.000,00"
757,26/4/2024,185,10,5,5,Completa,129,"$199.500,00"
758,26/4/2024,82,12,2,5,Completa,107,"$43.000,00"
759,26/4/2024,306,36,1,4,Completa,131,"$8.990,00"
760,26/4/2024,48,25,5,5,Completa,112,"$199.500,00"
761,27/04/2024,307,14,4,4,Completa,124,"$102.800,00"
762,27/04/2024,51,17,2,5,Completa,109,"$43.000,00"
763,27/4/2024,59,20,3,5,Completa,127,"$176.700,00"
764,27/4/2024,70,21,6,4,Completa,114,"$109.800,00"
765,27/4/2024,13,8,5,4,Completa,132,"$199.500,00"
766,27/4/2024,314,24,1,4,Completa,106,"$8.990,00"
767,27/4/2024,284,38,6,4,Completa,119,"$109.800,00"
768,27/4/2024,167,22,4,3,Completa,102,"$102.800,00"
769,27/4/2024,283,10,5,4,Pendiente,121,"$199.500,00"
770,28/04/2024,102,5,6,5,Pendiente,125,"$109.800,00"
771,28/04/2024,67,1,4,3,Pendiente,104,"$102.800,00"
772,28/4/2024,28,33,4,1,Completa,105,"$102.800,00"
773,28/4/2024,114,21,2,5,Completa,125,"$43.000,00"
774,28/4/2024,314,35,1,1,Pendiente,102,"$8.990,00"
775,28/4/2024,135,37,4,3,Completa,131,"$102.800,00"
776,28/4/2024,217,2,1,5,Pendiente,118,"$8.990,00"
777,28/4/2024,316,33,4,1,Completa,106,"$102.800,00"
778,28/4/2024,249,4,6,1,Completa,121,"$109.800,00"
779,29/04/2024,100,17,4,5,Completa,112,"$102.800,00"
780,29/4/2024,47,38,6,4,Completa,117,"$109.800,00"
781,29/4/2024,159,1,6,2,Completa,129,"$109.800,00"
782,29/4/2024,159,11,4,4,Completa,115,"$102.800,00"
783,29/4/2024,104,4,5,5,Completa,104,"$199.500,00"
784,29/4/2024,21,6,6,1,Completa,113,"$109.800,00"
785,29/4/2024,237,1,4,1,Completa,122,"$102.800,00"
786,29/4/2024,190,19,4,5,Pendiente,111,"$102.800,00"
787,29/4/2024,85,12,1,3,Pendiente,127,"$8.990,00"
788,29/4/2024,106,7,6,1,Completa,108,"$109.800,00"
789,29/4/2024,320,11,3,4,Completa,120,"$176.700,00"
790,30/04/2024,181,10,4,5,Completa,101,"$102.800,00"
791,30/04/2024,11,18,1,2,Completa,114,"$8.990,00"
792,30/04/2024,179,9,6,4,Completa,123,"$109.800,00"
793,30/4/2024,136,6,2,4,Completa,119,"$43.000,00"
794,30/4/2024,254,6,2,1,Pendiente,132,"$43.000,00"
795,30/4/2024,106,19,4,3,Completa,115,"$102.800,00"
796,30/4/2024,163,21,1,3,Completa,109,"$8.990,00"
797,30/4/2024,90,16,6,2,Completa,128,"$109.800,00"
798,30/4/2024,299,7,4,4,Completa,103,"$102.800,00"
799,01/05/2024,149,2,2,3,Completa,124,"$43.000,00"
800,01/05/2024,213,1,2,3,Completa,110,"$43.000,00"
801,1/5/2024,247,37,6,4,Completa,132,"$109.800,00"
802,1/5/2024,87,25,6,1,Completa,105,"$109.800,00"
803,1/5/2024,1,12,2,3,Completa,121,"$43.000,00"
804,1/5/2024,177,35,3,5,Completa,119,"$176.700,00"
805,1/5/2024,278,17,6,5,Completa,126,"$109.800,00"
806,1/5/2024,274,13,5,4,Completa,113,"$199.500,00"
807,1/5/2024,156,8,5,4,Completa,101,"$199.500,00"
808,02/05/2024,279,24,4,2,Completa,129,"$102.800,00"
809,02/05/2024,70,23,6,2,Completa,107,"$109.800,00"
810,02/05/2024,303,3,5,5,Completa,131,"$199.500,00"
811,2/5/2024,286,15,3,2,Completa,112,"$176.700,00"
812,2/5/2024,55,33,1,4,Completa,124,"$8.990,00"
813,2/5/2024,314,12,2,1,Pendiente,109,"$43.000,00"
814,2/5/2024,323,34,1,5,Completa,127,"$8.990,00"
815,2/5/2024,251,5,1,5,Completa,114,"$8.990,00"
816,2/5/2024,12,31,5,4,Completa,132,"$199.500,00"
817,02/05/2024,303,3,5,5,Completa,106,"$199.500,00"
818,03/05/2024,53,20,5,3,Completa,119,"$199.500,00"
819,03/05/2024,326,8,6,5,Pendiente,102,"$109.800,00"
820,03/05/2024,123,33,4,3,Completa,121,"$102.800,00"
821,3/5/2024,187,17,4,1,Completa,125,"$102.800,00"
822,3/5/2024,293,27,5,4,Completa,104,"$199.500,00"
823,3/5/2024,232,8,3,4,Completa,108,"$176.700,00"
824,3/5/2024,284,1,2,1,Completa,117,"$43.000,00"
825,3/5/2024,128,37,2,5,Completa,131,"$43.000,00"
826,3/5/2024,188,1,5,4,Completa,107,"$199.500,00"
827,3/5/2024,181,17,3,1,Completa,115,"$176.700,00"
828,04/05/2024,98,17,3,5,Completa,128,"$176.700,00"
829,04/05/2024,25,2,2,3,Completa,119,"$43.000,00"
830,04/05/2024,241,4,6,3,Completa,113,"$109.800,00"
831,04/05/2024,166,8,6,3,Pendiente,122,"$109.800,00"
832,4/5/2024,12,3,5,1,Completa,101,"$199.500,00"
833,4/5/2024,9,1,4,4,Completa,116,"$102.800,00"
834,4/5/2024,278,15,2,4,Completa,120,"$43.000,00"
835,4/5/2024,210,24,6,5,Completa,108,"$109.800,00"
836,05/05/2024,264,2,1,3,Completa,124,"$8.990,00"
837,5/5/2024,198,10,4,4,Completa,119,"$102.800,00"
838,5/5/2024,122,33,2,3,Completa,127,"$43.000,00"
839,5/5/2024,181,37,5,4,Completa,105,"$199.500,00"
840,5/5/2024,34,30,1,1,Completa,111,"$8.990,00"
841,5/5/2024,289,35,3,4,Completa,122,"$176.700,00"
842,5/5/2024,158,2,6,1,Completa,132,"$109.800,00"
843,5/5/2024,178,25,2,5,Completa,107,"$43.000,00"
844,06/05/2024,4,27,4,3,Completa,116,"$102.800,00"
845,06/05/2024,245,34,3,5,Completa,124,"$176.700,00"
846,06/05/2024,186,5,2,4,Completa,103,"$43.000,00"
847,6/5/2024,174,35,1,5,Completa,118,"$8.990,00"
848,6/5/2024,222,16,1,1,Pendiente,129,"$8.990,00"
849,6/5/2024,106,31,5,5,Completa,113,"$199.500,00"
850,6/5/2024,321,13,5,1,Completa,120,"$199.500,00"
851,6/5/2024,157,37,1,5,Completa,102,"$8.990,00"
852,6/5/2024,307,26,4,1,Completa,110,"$102.800,00"
853,07/05/2024,220,29,3,5,Completa,119,"$176.700,00"
854,07/05/2024,171,16,1,3,Completa,117,"$8.990,00"
855,7/5/2024,234,8,1,2,Completa,126,"$8.990,00"
856,7/5/2024,311,8,3,5,Completa,130,"$176.700,00"
857,7/5/2024,222,2,4,4,Completa,105,"$102.800,00"
858,7/5/2024,81,30,6,2,Completa,111,"$109.800,00"
859,7/5/2024,27,29,5,2,Pendiente,114,"$199.500,00"
860,7/5/2024,150,12,6,2,Completa,123,"$109.800,00"
861,7/5/2024,92,33,4,4,Completa,127,"$102.800,00"
862,07/05/2024,171,16,1,3,Completa,122,"$8.990,00"
